Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,4,4,80.91999817,248.9799957,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Gerald,8697,Smith,XXXXXXXXX,Home Office,PR,720 Cozy Street,725,7,Fan Shop,18.28779411,-66.37049866,Europe,Viersen,Alemania,8697,6/15/2015 11:51,11338,957,51,0.170000002,28351,299.980011,0.330000013,1,299.980011,248.9799957,80.91999817,Western Europe,Renania del Norte-Westfalia,PAYMENT_REVIEW,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,6/19/2015 11:51,Standard Class
PAYMENT,6,4,13.71000004,27.96999931,Late delivery,1,59,Books ,Caguas,Puerto Rico,XXXXXXXXX,Brianna,12713,Pena,XXXXXXXXX,Home Office,PR,2060 Cotton Quail Heights,725,8,Book Shop,18.25456238,-66.03705597,Europe,Turku,Finlandia,12713,10/6/2017 13:28,69160,1346,3.109999895,0.100000001,172475,31.07999992,0.49000001,1,31.07999992,27.96999931,13.71000004,Northern Europe,Finlandia del Sudoeste,PAYMENT_REVIEW,,1346,59,,http://images.acmesports.sports/Sports+Books,Sports Books ,31.07999992,0,10/12/2017 13:28,Standard Class
PAYMENT,6,4,164.0899963,452.0400085,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Hollee,13383,Barnes,XXXXXXXXX,Home Office,PR,4320 Iron Highlands ,725,10,Technology,18.2327137,-66.0370636,Europe,Estocolmo,Suecia,13383,10/16/2017 8:12,69830,1349,0,0,173145,452.0400085,0.360000014,1,452.0400085,452.0400085,164.0899963,Northern Europe,Estocolmo,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/22/2017 8:12,Standard Class
PAYMENT,2,4,118.8499985,252.8800049,Advance shipping,0,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Susan,14684,Forbes,XXXXXXXXX,Home Office,PR,6081 Stony Arbor,725,10,Technology,18.24752426,-66.0370636,Europe,Monza,Italia,14684,11/4/2017 8:00,71131,1352,0,0,174446,252.8800049,0.469999999,1,252.8800049,252.8800049,118.8499985,Southern Europe,Lombardía,PENDING_PAYMENT,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/6/2017 8:00,Standard Class
PAYMENT,5,4,-78.3199997,447.519989,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Kyla,13112,Blake,XXXXXXXXX,Home Office,PR,2246 Sunny Lake Via,725,10,Technology,18.21783447,-66.03705597,Europe,Swindon,Reino Unido,13112,10/12/2017 9:15,69559,1349,4.519999981,0.01,172874,452.0400085,-0.180000007,1,452.0400085,447.519989,-78.3199997,Northern Europe,Inglaterra,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/17/2017 9:15,Standard Class
PAYMENT,6,4,67.12999725,447.519989,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Xaviera,13238,Noel,XXXXXXXXX,Home Office,PR,6724 High Chase ,725,10,Technology,18.23040581,-66.03705597,Europe,Brest,Francia,13238,10/14/2017 5:24,69685,1349,4.519999981,0.01,173000,452.0400085,0.150000006,1,452.0400085,447.519989,67.12999725,Western Europe,Bretaña,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/20/2017 5:24,Standard Class
PAYMENT,4,4,131.5399933,438.480011,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Sybil,13236,Fields,XXXXXXXXX,Home Office,PR,3450 Quiet Hickory Harbour,725,10,Technology,18.23985481,-66.03704834,Europe,Le Chesnay,Francia,13236,10/14/2017 4:42,69683,1349,13.56000042,0.029999999,172998,452.0400085,0.300000012,1,452.0400085,438.480011,131.5399933,Western Europe,Isla de Francia,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/18/2017 4:42,Standard Class
PAYMENT,2,4,201.7899933,420.3999939,Advance shipping,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Jaden,13394,White,XXXXXXXXX,Home Office,PR,1761 Noble Barn Heath,725,10,Technology,18.23141098,-66.03705597,Europe,Malakoff,Francia,13394,10/16/2017 12:03,69841,1349,31.63999939,0.07,173156,452.0400085,0.479999989,1,452.0400085,420.3999939,201.7899933,Western Europe,Isla de Francia,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/18/2017 12:03,Standard Class
PAYMENT,4,4,79.66000366,227.5899963,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Macy,14531,Mclaughlin,XXXXXXXXX,Home Office,PR,9226 Emerald Pony Farm,725,10,Technology,18.23498535,-66.03705597,Europe,Valladolid,España,14531,11/2/2017 2:24,70978,1352,25.29000092,0.100000001,174293,252.8800049,0.349999994,1,252.8800049,227.5899963,79.66000366,Southern Europe,Castilla y León,PENDING_PAYMENT,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,11/6/2017 2:24,Standard Class
PAYMENT,4,4,-69.61000061,397.7999878,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Briar,13031,Allen,XXXXXXXXX,Home Office,PR,3278 Cotton Crest ,725,10,Technology,18.20036316,-66.03705597,Europe,Sevran,Francia,13031,10/11/2017 4:53,69478,1349,54.24000168,0.119999997,172793,452.0400085,-0.180000007,1,452.0400085,397.7999878,-69.61000061,Western Europe,Isla de Francia,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/15/2017 4:53,Standard Class
PAYMENT,2,4,74.72000122,393.269989,Advance shipping,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Athena,13264,King,XXXXXXXXX,Home Office,PR,3914 Crystal Barn Cove,725,10,Technology,18.22984695,-66.03705597,Europe,Utrecht,Países Bajos,13264,10/14/2017 14:31,69711,1349,58.77000046,0.129999995,173026,452.0400085,0.189999998,1,452.0400085,393.269989,74.72000122,Western Europe,Utrecht,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/16/2017 14:31,Standard Class
PAYMENT,2,4,599.25,1275,Advance shipping,0,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Jamalia,14299,Ortega,XXXXXXXXX,Home Office,PR,5198 Rustic Route,725,10,Technology,18.29454994,-66.03705597,Europe,Madrid,España,14299,10/29/2017 17:07,70746,1351,225,0.150000006,174061,1500,0.469999999,1,1500,1275,599.25,Southern Europe,Madrid,PENDING_PAYMENT,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,10/31/2017 17:07,Standard Class
PAYMENT,2,4,184.4299927,384.230011,Advance shipping,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Rachel,13029,Stark,XXXXXXXXX,Home Office,PR,797 Heather Thicket ,725,10,Technology,18.2517395,-66.03704834,Europe,Vincennes,Francia,13029,10/11/2017 4:11,69476,1349,67.80999756,0.150000006,172791,452.0400085,0.479999989,1,452.0400085,384.230011,184.4299927,Western Europe,Isla de Francia,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/13/2017 4:11,Standard Class
PAYMENT,4,4,9.489999771,379.7099915,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Dorothy,13496,Irwin,XXXXXXXXX,Home Office,PR,6370 Emerald Row,725,10,Technology,18.26893044,-66.03704834,Europe,Berlín,Alemania,13496,10/17/2017 23:47,69943,1349,72.33000183,0.159999996,173258,452.0400085,0.029999999,1,452.0400085,379.7099915,9.489999771,Western Europe,Berlín,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/21/2017 23:47,Standard Class
PAYMENT,3,4,132.8999939,379.7099915,Advance shipping,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Linda,13370,Rowe,XXXXXXXXX,Home Office,PR,6997 Middle Acres ,725,10,Technology,18.21491814,-66.0370636,Europe,The Hague,Países Bajos,13370,10/16/2017 3:39,69817,1349,72.33000183,0.159999996,173132,452.0400085,0.349999994,1,452.0400085,379.7099915,132.8999939,Western Europe,Holanda Meridional,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/19/2017 3:39,Standard Class
PAYMENT,6,4,66.44999695,379.7099915,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Jamalia,13208,Benton,XXXXXXXXX,Home Office,PR,1777 High Alley ,725,10,Technology,18.27927208,-66.03705597,Europe,Caen,Francia,13208,10/13/2017 18:53,69655,1349,72.33000183,0.159999996,172970,452.0400085,0.180000007,1,452.0400085,379.7099915,66.44999695,Western Europe,Normandía,PENDING_PAYMENT,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,10/19/2017 18:53,Standard Class
PAYMENT,5,4,410.8500061,1245,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Patience,14297,Ellis,XXXXXXXXX,Home Office,PR,8547 Misty Carrefour,725,10,Technology,18.27562904,-66.03704834,Europe,Nieuwegein,Países Bajos,14297,10/29/2017 16:25,70744,1351,255,0.170000002,174059,1500,0.330000013,1,1500,1245,410.8500061,Western Europe,Utrecht,PENDING_PAYMENT,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500,0,11/3/2017 16:25,Standard Class
PAYMENT,4,4,86.40000153,287.9899902,Shipping on time,0,4,Basketball,Caguas,Puerto Rico,XXXXXXXXX,Mary,1673,Smith,XXXXXXXXX,Home Office,PR,5010 Emerald Hollow,725,2,Fitness,18.29842567,-66.37059784,Europe,Darton,Reino Unido,1673,9/15/2017 12:16,67718,58,12,0.039999999,169302,299.9899902,0.300000012,1,299.9899902,287.9899902,86.40000153,Northern Europe,Inglaterra,PENDING_PAYMENT,,58,4,,http://images.acmesports.sports/Diamondback+Boys%27+Insight+24+Performance+Hybrid+Bike+2014,Diamondback Boys' Insight 24 Performance Hybr,299.9899902,0,9/19/2017 12:16,Standard Class
PAYMENT,6,4,17.04999924,65.58999634,Late delivery,1,2,Soccer,Caguas,Puerto Rico,XXXXXXXXX,Kathryn,450,Carter,XXXXXXXXX,Home Office,PR,7130 Cotton Avenue,725,2,Fitness,18.22759438,-66.04356384,Europe,Northampton,Reino Unido,450,7/1/2017 23:56,62545,24,14.39999962,0.180000007,156312,79.98999786,0.25999999,1,79.98999786,65.58999634,17.04999924,Northern Europe,Inglaterra,PENDING_PAYMENT,,24,2,,http://images.acmesports.sports/Elevation+Training+Mask+2.0,Elevation Training Mask 2.0,79.98999786,0,7/7/2017 23:56,Standard Class
PAYMENT,5,4,-54.99000168,99.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3605,Sanders,XXXXXXXXX,Home Office,PR,8762 Shady Cloud Thicket,725,3,Footwear,18.25482178,-66.37060547,Europe,Halle,Alemania,3605,8/17/2017 2:41,65704,191,0,0,164203,99.98999786,-0.550000012,1,99.98999786,99.98999786,-54.99000168,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/22/2017 2:41,Standard Class
PAYMENT,5,4,19.79999924,98.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,6980,Gilbert,XXXXXXXXX,Home Office,PR,8689 Merry Farm,725,3,Footwear,18.20960999,-66.37056732,Europe,Dniprodzerzhyns'k,Ucrania,6980,11/3/2016 9:55,46064,191,1,0.01,115144,99.98999786,0.200000003,1,99.98999786,98.98999786,19.79999924,Eastern Europe,Dnipropetrovsk,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/8/2016 9:55,Standard Class
PAYMENT,5,4,24.75,98.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,2927,Sanchez,XXXXXXXXX,Home Office,PR,3977 Colonial Towers,725,3,Footwear,18.22215653,-66.37059784,Europe,The Hague,Países Bajos,2927,6/7/2015 2:45,10764,191,1,0.01,26939,99.98999786,0.25,1,99.98999786,98.98999786,24.75,Western Europe,Holanda Meridional,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,6/12/2015 2:45,Standard Class
PAYMENT,3,4,12,95.98999786,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,6980,Gilbert,XXXXXXXXX,Home Office,PR,8689 Merry Farm,725,3,Footwear,18.20960999,-66.37056732,Europe,Roissy-en-Brie,Francia,6980,9/9/2017 17:32,67322,191,4,0.039999999,168270,99.98999786,0.129999995,1,99.98999786,95.98999786,12,Western Europe,Isla de Francia,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/12/2017 17:32,Standard Class
PAYMENT,2,4,39.15000153,86.98999786,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9876,Smith,XXXXXXXXX,Home Office,PR,2878 Hazy Wagon  Thicket,725,3,Footwear,18.27272224,-66.37054443,Europe,Brive-la-Gaillarde,Francia,9876,9/13/2015 12:46,17506,191,13,0.129999995,43763,99.98999786,0.449999988,1,99.98999786,86.98999786,39.15000153,Western Europe,Aquitania-Lemosín-Poitou-Charentes,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/15/2015 12:46,Standard Class
PAYMENT,6,4,-198.8800049,76.48999786,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,XXXXXXXXX,Edward,2240,West,XXXXXXXXX,Home Office,PR,7293 Lazy Hill,725,3,Footwear,18.28177071,-66.3705368,Europe,Turin,Italia,2240,7/11/2017 9:55,63190,251,13.5,0.150000006,157976,89.98999786,-2.599999905,1,89.98999786,76.48999786,-198.8800049,Southern Europe,Piamonte,PENDING_PAYMENT,,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,7/17/2017 9:55,Standard Class
PAYMENT,3,4,10.5,83.98999786,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,11784,Cunningham,XXXXXXXXX,Home Office,PR,8284 Clear Dell,725,3,Footwear,18.26097107,-66.3706131,Europe,Le Petit-Quevilly,Francia,11784,10/22/2015 3:47,20152,191,16,0.159999996,50358,99.98999786,0.129999995,1,99.98999786,83.98999786,10.5,Western Europe,Normandía,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/25/2015 3:47,Standard Class
PAYMENT,6,4,-9.380000114,82.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Kathryn,450,Carter,XXXXXXXXX,Home Office,PR,7130 Cotton Avenue,725,3,Footwear,18.22759438,-66.04356384,Europe,Northampton,Reino Unido,450,7/1/2017 23:56,62545,191,17,0.170000002,156313,99.98999786,-0.109999999,1,99.98999786,82.98999786,-9.380000114,Northern Europe,Inglaterra,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/7/2017 23:56,Standard Class
PAYMENT,5,4,37.72000122,81.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,5447,Watkins,XXXXXXXXX,Home Office,PR,2977 Emerald Swale,725,3,Footwear,18.21355438,-66.37052155,Europe,Trier,Alemania,5447,8/29/2015 19:59,16499,191,18,0.180000007,41215,99.98999786,0.460000008,1,99.98999786,81.98999786,37.72000122,Western Europe,Renania-Palatinado,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/3/2015 19:59,Standard Class
PAYMENT,2,4,13.03999996,79.98999786,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9854,Smith,XXXXXXXXX,Home Office,PR,9082 Merry Lookout,725,3,Footwear,18.25671768,-66.37062836,Europe,Gdansk,Polonia,9854,10/14/2016 19:24,44721,191,20,0.200000003,111688,99.98999786,0.159999996,1,99.98999786,79.98999786,13.03999996,Eastern Europe,Pomerania,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/16/2016 19:24,Standard Class
PAYMENT,6,4,6.599999905,74.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Brittany,8380,Smith,XXXXXXXXX,Home Office,PR,3671 Sunny Cove,725,3,Footwear,18.28518677,-66.37059021,Europe,Perugia,Italia,8380,9/17/2015 4:01,17755,191,25,0.25,44376,99.98999786,0.090000004,1,99.98999786,74.98999786,6.599999905,Southern Europe,Umbría,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/23/2015 4:01,Standard Class
PAYMENT,6,4,15.60000038,59.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Johnny,5456,Smith,XXXXXXXXX,Home Office,PR,6332 Clear Square,725,4,Apparel,18.264925,-66.37059021,Europe,London,Reino Unido,5456,9/6/2015 22:46,17055,365,0,0,42650,59.99000168,0.25999999,1,59.99000168,59.99000168,15.60000038,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/12/2015 22:46,Standard Class
PAYMENT,2,4,33.79999924,129.9900055,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,6405,Anderson,XXXXXXXXX,Home Office,PR,9234 Green Farm,725,4,Apparel,18.28764534,-66.3706131,Europe,Badalona,España,6405,9/27/2017 14:22,68546,403,0,0,171379,129.9900055,0.25999999,1,129.9900055,129.9900055,33.79999924,Southern Europe,Cataluña,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/29/2017 14:22,Standard Class
PAYMENT,6,4,160.6999969,357.1000061,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Desirae,13933,Dillard,XXXXXXXXX,Home Office,PR,8675 Stony Moor,725,4,Apparel,18.2507534,-66.03704834,Europe,Munich,Alemania,13933,10/24/2017 8:53,70380,1350,0,0,173695,357.1000061,0.449999988,1,357.1000061,357.1000061,160.6999969,Western Europe,Bavaria,PENDING_PAYMENT,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,10/30/2017 8:53,Standard Class
PAYMENT,5,4,46.15000153,461.480011,Late delivery,1,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Maia,14717,Cruz,XXXXXXXXX,Home Office,PR,4490 Amber Rise,725,4,Apparel,18.22507095,-66.03705597,Europe,Rouen,Francia,14717,11/4/2017 19:34,71164,1353,0,0,174479,461.480011,0.100000001,1,461.480011,461.480011,46.15000153,Western Europe,Normandía,PENDING_PAYMENT,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,11/9/2017 19:34,Standard Class
PAYMENT,6,4,-99.69999695,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,10679,Smith,XXXXXXXXX,Home Office,PR,331 Grand Orchard,725,4,Apparel,18.29108048,-66.37050629,Europe,Velbert,Alemania,10679,10/5/2015 20:27,19035,403,0,0,47581,129.9900055,-0.769999981,1,129.9900055,129.9900055,-99.69999695,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/11/2015 20:27,Standard Class
PAYMENT,5,4,58.5,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,10492,Smith,XXXXXXXXX,Home Office,PR,866 Burning Street,725,4,Apparel,18.29597855,-66.37055206,Europe,Avignon,Francia,10492,9/18/2015 5:56,17829,403,0,0,44542,129.9900055,0.449999988,1,129.9900055,129.9900055,58.5,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/23/2015 5:56,Standard Class
PAYMENT,4,4,169.6900024,353.5299988,Shipping on time,0,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Destiny,13986,Richmond,XXXXXXXXX,Home Office,PR,5768 Jagged Zephyr Port,725,4,Apparel,18.21855736,-66.03705597,Europe,Turku,Finlandia,13986,10/25/2017 3:28,70433,1350,3.569999933,0.01,173748,357.1000061,0.479999989,1,357.1000061,353.5299988,169.6900024,Northern Europe,Finlandia del Sudoeste,PENDING_PAYMENT,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,10/29/2017 3:28,Standard Class
PAYMENT,6,4,45.04000092,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Grace,376,Sanchez,XXXXXXXXX,Home Office,PR,6468 Fallen Close,725,4,Apparel,18.24754334,-66.0253067,Europe,Preston,Reino Unido,376,10/23/2015 14:07,20250,403,1.299999952,0.01,50576,129.9900055,0.349999994,1,129.9900055,128.6900024,45.04000092,Northern Europe,Inglaterra,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/29/2015 14:07,Standard Class
PAYMENT,6,4,3.859999895,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Cynthia,11288,Smith,XXXXXXXXX,Home Office,PR,6967 Blue River Island,725,4,Apparel,18.28681564,-66.37057495,Europe,Trapani,Italia,11288,6/23/2017 3:59,61940,403,1.299999952,0.01,154846,129.9900055,0.029999999,1,129.9900055,128.6900024,3.859999895,Southern Europe,Sicilia,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,6/29/2017 3:59,Standard Class
PAYMENT,6,4,57.90999985,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,127,Martin,XXXXXXXXX,Home Office,PR,437 Cozy Log Range,725,4,Apparel,18.22756958,-66.0435791,Europe,Aprilia,Italia,127,6/29/2015 12:53,12300,403,1.299999952,0.01,30731,129.9900055,0.449999988,1,129.9900055,128.6900024,57.90999985,Southern Europe,Lacio,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/5/2015 12:53,Standard Class
PAYMENT,2,4,29.70000076,59.38999939,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Cheryl,5256,Smith,XXXXXXXXX,Home Office,PR,6228 Cozy Treasure Round,725,4,Apparel,18.24767494,-66.37060547,Europe,Meudon,Francia,5256,10/3/2015 21:30,18901,365,0.600000024,0.01,47274,59.99000168,0.5,1,59.99000168,59.38999939,29.70000076,Western Europe,Isla de Francia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/5/2015 21:30,Standard Class
PAYMENT,4,4,15.43999958,59.38999939,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9818,Avila,XXXXXXXXX,Home Office,PR,245 Green Range,725,4,Apparel,18.24002457,-66.37059021,Europe,Dortmund,Alemania,9818,6/28/2015 8:09,12218,365,0.600000024,0.01,30522,59.99000168,0.25999999,1,59.99000168,59.38999939,15.43999958,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/2/2015 8:09,Standard Class
PAYMENT,3,4,36.02999878,128.6900024,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,6980,Gilbert,XXXXXXXXX,Home Office,PR,8689 Merry Farm,725,4,Apparel,18.20960999,-66.37056732,Europe,Roissy-en-Brie,Francia,6980,9/9/2017 17:32,67322,403,1.299999952,0.01,168271,129.9900055,0.280000001,1,129.9900055,128.6900024,36.02999878,Western Europe,Isla de Francia,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/12/2017 17:32,Standard Class
PAYMENT,5,4,54.04999924,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,James,5447,Watkins,XXXXXXXXX,Home Office,PR,2977 Emerald Swale,725,4,Apparel,18.21355438,-66.37052155,Europe,Trier,Alemania,5447,8/29/2015 19:59,16499,403,1.299999952,0.01,41214,129.9900055,0.419999987,1,129.9900055,128.6900024,54.04999924,Western Europe,Renania-Palatinado,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/3/2015 19:59,Standard Class
